route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
1_259,1_954_151_10_259_2,1_13303_954,,0,1_259_I
1_259,1_954_151_10_259_2,1_13304_954,,0,1_259_I
1_259,1_954_151_10_259_2,1_13305_954,,0,1_259_I
1_259,1_954_151_10_259_2,1_13306_954,,0,1_259_I
1_259,1_954_151_10_259_2,1_13307_954,,0,1_259_I
1_259,1_954_151_10_259_2,1_13308_954,,0,1_259_I
1_259,1_954_151_10_259_2,1_13309_954,,0,1_259_I
1_259,1_954_151_10_259_2,1_13310_954,,0,1_259_I
1_259,1_954_151_10_259_2,1_13311_954,,0,1_259_I
1_259,1_954_151_10_259_2,1_13312_954,,0,1_259_I
1_259,1_954_151_10_259_2,1_13313_954,,0,1_259_I
1_260,1_954_151_10_260_2,1_13314_954,,1,1_260_V
1_259,1_955_152_10_259_3,1_13325_955,,0,1_259_I
1_259,1_955_152_10_259_3,1_13326_955,,0,1_259_I
1_259,1_955_152_10_259_3,1_13327_955,,0,1_259_I
1_259,1_955_152_10_259_3,1_13328_955,,0,1_259_I
1_259,1_955_152_10_259_3,1_13329_955,,0,1_259_I
1_259,1_955_152_10_259_3,1_13330_955,,0,1_259_I
1_263,1_971_160_10_263_2,1_14197_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14198_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14200_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14202_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14204_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14206_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14208_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14210_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14212_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14215_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14217_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14218_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14220_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14222_971,,0,1_263_I
1_263,1_971_160_10_263_2,1_14223_971,,0,1_263_I
1_263,1_972_191_10_263_3,1_14225_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14226_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14227_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14228_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14229_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14230_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14231_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14232_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14233_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14234_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14235_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14236_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14237_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14238_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14239_972,,0,1_263_I
1_263,1_972_191_10_263_3,1_14242_972,,0,1_263_I
1_466,1_495_195_9_466_1,1_14422_495,,0,1_466_I
1_466,1_495_195_9_466_1,1_14423_495,,0,1_466_I
1_466,1_495_195_9_466_1,1_14424_495,,0,1_466_I
1_466,1_495_195_9_466_1,1_14425_495,,0,1_466_I
1_466,1_495_195_9_466_1,1_14426_495,,1,1_466_V
1_466,1_495_195_9_466_1,1_14427_495,,1,1_466_V
1_466,1_495_195_9_466_1,1_14428_495,,1,1_466_V
1_466,1_495_195_9_466_1,1_14429_495,,1,1_466_V
1_204,1_496_196_9_204_2,1_14430_496,,0,1_204_I
1_204,1_496_196_9_204_2,1_14431_496,,0,1_204_I
1_204,1_496_196_9_204_2,1_14432_496,,1,1_204_V
1_204,1_496_196_9_204_2,1_14433_496,,1,1_204_V
1_208,1_930_197_9_208_1,1_14434_930,,1,1_208_V
1_208,1_930_197_9_208_1,1_14435_930,,1,1_208_V
1_208,1_930_197_9_208_1,1_14436_930,,1,1_208_V
1_208,1_930_197_9_208_1,1_14438_930,,0,1_208_I
1_208,1_930_197_9_208_1,1_14439_930,,0,1_208_I
1_208,1_930_197_9_208_1,1_14440_930,,0,1_208_I
1_210,1_931_200_9_210_2,1_14506_931,,1,1_210_V
1_210,1_931_200_9_210_2,1_14507_931,,1,1_210_V
1_210,1_931_200_9_210_2,1_14508_931,,1,1_210_V
1_210,1_931_200_9_210_2,1_14509_931,,1,1_210_V
1_210,1_931_200_9_210_2,1_14510_931,,1,1_210_V
1_210,1_931_200_9_210_2,1_14511_931,,1,1_210_V
1_210,1_931_200_9_210_2,1_14512_931,,1,1_210_V
1_210,1_931_200_9_210_2,1_14513_931,,1,1_210_V
1_210,1_931_200_9_210_2,1_14514_931,,1,1_210_V
1_210,1_931_200_9_210_2,1_14515_931,,1,1_210_V
1_210,1_931_200_9_210_2,1_14517_931,,0,1_210_I
1_210,1_931_200_9_210_2,1_14518_931,,0,1_210_I
1_210,1_931_200_9_210_2,1_14519_931,,0,1_210_I
1_210,1_931_200_9_210_2,1_14520_931,,0,1_210_I
1_210,1_931_200_9_210_2,1_14521_931,,0,1_210_I
1_210,1_931_200_9_210_2,1_14522_931,,0,1_210_I
1_210,1_931_200_9_210_2,1_14523_931,,0,1_210_I
1_210,1_931_200_9_210_2,1_14524_931,,0,1_210_I
1_210,1_931_200_9_210_2,1_14525_931,,0,1_210_I
1_210,1_931_200_9_210_2,1_14526_931,,0,1_210_I
1_206,1_932_223_9_206_3,1_15108_932,,1,1_206_V
1_206,1_932_223_9_206_3,1_15109_932,,1,1_206_V
1_206,1_932_223_9_206_3,1_15110_932,,1,1_206_V
1_206,1_932_223_9_206_3,1_15111_932,,1,1_206_V
1_206,1_932_223_9_206_3,1_15112_932,,1,1_206_V
1_206,1_932_223_9_206_3,1_15113_932,,1,1_206_V
1_206,1_932_223_9_206_3,1_15114_932,,1,1_206_V
1_206,1_932_223_9_206_3,1_15115_932,,1,1_206_V
1_206,1_932_223_9_206_3,1_15116_932,,1,1_206_V
1_206,1_932_223_9_206_3,1_15119_932,,0,1_206_I
1_206,1_932_223_9_206_3,1_15120_932,,0,1_206_I
1_206,1_932_223_9_206_3,1_15121_932,,0,1_206_I
1_206,1_932_223_9_206_3,1_15122_932,,0,1_206_I
1_206,1_932_223_9_206_3,1_15123_932,,0,1_206_I
1_206,1_932_223_9_206_3,1_15124_932,,0,1_206_I
1_206,1_932_223_9_206_3,1_15125_932,,0,1_206_I
1_206,1_932_223_9_206_3,1_15126_932,,0,1_206_I
1_206,1_932_223_9_206_3,1_15132_932,,0,1_206_I
1_206,1_932_223_9_206_3,1_15135_932,,0,1_206_I
1_302,1_923_231_13_302_2,1_15304_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15305_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15306_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15307_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15308_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15309_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15310_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15311_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15312_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15313_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15314_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15315_923,,1,1_302_V
1_302,1_923_231_13_302_2,1_15316_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15317_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15318_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15319_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15320_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15321_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15322_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15323_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15324_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15326_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15327_923,,0,1_302_I
1_302,1_923_231_13_302_2,1_15328_923,,0,1_302_I
1_300,1_922_232_13_300_1,1_15330_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15331_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15332_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15333_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15334_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15335_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15336_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15337_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15338_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15339_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15340_922,,1,1_300_V
1_300,1_922_232_13_300_1,1_15341_922,,0,1_300_I
1_300,1_922_232_13_300_1,1_15342_922,,0,1_300_I
1_300,1_922_232_13_300_1,1_15343_922,,0,1_300_I
1_300,1_922_232_13_300_1,1_15344_922,,0,1_300_I
1_300,1_922_232_13_300_1,1_15346_922,,0,1_300_I
1_300,1_922_232_13_300_1,1_15347_922,,0,1_300_I
1_300,1_922_232_13_300_1,1_15349_922,,0,1_300_I
1_300,1_922_232_13_300_1,1_15350_922,,0,1_300_I
1_300,1_922_232_13_300_1,1_15351_922,,0,1_300_I
1_300,1_922_232_13_300_1,1_15352_922,,0,1_300_I
1_286,1_966_261_10_286_1,1_16154_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16155_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16156_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16157_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16158_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16159_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16160_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16161_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16162_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16163_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16164_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16165_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16166_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16167_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16168_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16169_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16170_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16171_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16172_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16173_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16174_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16175_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16176_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16177_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16178_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16179_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16180_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16181_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16182_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16183_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16184_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16185_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16186_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16187_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16188_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16189_966,,1,1_286_V
1_286,1_966_261_10_286_1,1_16191_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16192_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16193_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16194_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16195_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16196_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16197_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16198_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16199_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16200_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16201_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16202_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16203_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16204_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16205_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16206_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16207_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16208_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16209_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16210_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16211_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16212_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16213_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16214_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16215_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16216_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16217_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16218_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16219_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16220_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16221_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16222_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16223_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16224_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16225_966,,0,1_286_I
1_286,1_966_261_10_286_1,1_16226_966,,0,1_286_I
1_286,1_967_262_10_286_2,1_16227_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16228_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16229_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16230_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16231_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16232_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16233_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16234_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16235_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16236_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16237_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16238_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16239_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16240_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16241_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16242_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16243_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16244_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16245_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16246_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16247_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16248_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16249_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16250_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16251_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16252_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16253_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16254_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16255_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16256_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16257_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16258_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16259_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16260_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16261_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16262_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16263_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16264_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16265_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16266_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16267_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16268_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16269_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16270_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16271_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16272_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16273_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16274_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16275_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16276_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16277_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16278_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16279_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16280_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16281_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16282_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16283_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16284_967,,0,1_286_I
1_286,1_967_262_10_286_2,1_16285_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16286_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16287_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16288_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16289_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16290_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16291_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16292_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16293_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16294_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16295_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16296_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16297_967,,1,1_286_V
1_286,1_967_262_10_286_2,1_16300_967,,1,1_286_V
1_286,1_968_263_10_286_3,1_16301_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16302_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16303_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16304_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16305_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16306_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16307_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16308_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16309_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16310_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16311_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16312_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16313_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16314_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16315_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16316_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16317_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16318_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16319_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16320_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16321_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16322_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16323_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16324_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16325_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16326_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16327_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16328_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16329_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16330_968,,1,1_286_V
1_286,1_968_263_10_286_3,1_16331_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16332_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16333_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16334_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16335_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16336_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16337_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16338_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16339_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16340_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16341_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16342_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16343_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16344_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16345_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16346_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16347_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16348_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16349_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16350_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16351_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16352_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16353_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16354_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16355_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16356_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16357_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16358_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16359_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16360_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16361_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16362_968,,0,1_286_I
1_286,1_968_263_10_286_3,1_16363_968,,1,1_286_V
1_259,1_955_152_10_259_3,1_17107_955,,0,1_259_I
1_308,1_929_340_13_308_2,1_18150_929,,1,1_308_V
1_308,1_929_340_13_308_2,1_18151_929,,1,1_308_V
1_311,1_929_340_13_311_2,1_18152_929,,1,1_311_V
1_311,1_929_340_13_311_2,1_18153_929,,1,1_311_V
1_311,1_929_340_13_311_2,1_18154_929,,1,1_311_V
1_311,1_929_340_13_311_2,1_18155_929,,1,1_311_V
1_311,1_929_340_13_311_2,1_18156_929,,1,1_311_V
1_311,1_929_340_13_311_2,1_18158_929,,1,1_311_V
1_311,1_929_340_13_311_2,1_18159_929,,1,1_311_V
1_311,1_929_340_13_311_2,1_18160_929,,1,1_311_V
1_311,1_929_340_13_311_2,1_18161_929,,1,1_311_V
1_308,1_929_340_13_308_2,1_18162_929,,1,1_308_V
1_308,1_929_340_13_308_2,1_18164_929,,0,1_308_I
1_308,1_929_340_13_308_2,1_18166_929,,0,1_308_I
1_308,1_929_340_13_308_2,1_18168_929,,0,1_308_I
1_311,1_929_340_13_311_2,1_18169_929,,0,1_311_I
1_311,1_929_340_13_311_2,1_18170_929,,0,1_311_I
1_311,1_929_340_13_311_2,1_18171_929,,0,1_311_I
1_308,1_929_340_13_308_2,1_18172_929,,0,1_308_I
1_311,1_929_340_13_311_2,1_18173_929,,0,1_311_I
1_311,1_929_340_13_311_2,1_18174_929,,0,1_311_I
1_308,1_929_340_13_308_2,1_18175_929,,0,1_308_I
1_308,1_929_340_13_308_2,1_18176_929,,0,1_308_I
1_311,1_929_340_13_311_2,1_18177_929,,0,1_311_I
1_311,1_929_340_13_311_2,1_18178_929,,0,1_311_I
1_309,1_928_344_13_309_3,1_18208_928,,1,1_309_V
1_309,1_928_344_13_309_3,1_18209_928,,1,1_309_V
1_309,1_928_344_13_309_3,1_18210_928,,1,1_309_V
1_309,1_928_344_13_309_3,1_18211_928,,1,1_309_V
1_309,1_928_344_13_309_3,1_18212_928,,1,1_309_V
1_309,1_928_344_13_309_3,1_18213_928,,1,1_309_V
1_308,1_928_344_13_308_3,1_18214_928,,1,1_308_V
1_308,1_928_344_13_308_3,1_18215_928,,1,1_308_V
1_308,1_928_344_13_308_3,1_18217_928,,0,1_308_I
1_308,1_928_344_13_308_3,1_18218_928,,0,1_308_I
1_309,1_928_344_13_309_3,1_18219_928,,0,1_309_I
1_309,1_928_344_13_309_3,1_18220_928,,0,1_309_I
1_309,1_928_344_13_309_3,1_18221_928,,0,1_309_I
1_309,1_928_344_13_309_3,1_18222_928,,0,1_309_I
1_309,1_928_344_13_309_3,1_18223_928,,0,1_309_I
1_309,1_928_344_13_309_3,1_18224_928,,0,1_309_I
1_308,1_928_344_13_308_3,1_18225_928,,0,1_308_I
1_232,1_914_346_6_232_2,1_18379_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18381_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18383_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18385_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18387_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18389_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18391_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18393_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18395_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18397_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18399_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18401_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18403_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18405_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18407_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18409_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18411_914,,1,1_232_V
1_232,1_914_346_6_232_2,1_18413_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18415_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18417_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18419_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18421_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18423_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18425_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18427_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18429_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18431_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18433_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18435_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18437_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18439_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18441_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18443_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18444_914,,0,1_232_I
1_232,1_914_346_6_232_2,1_18445_914,,0,1_232_I
