route_id,service_id,trip_id,trip_headsign,trip_short_name,shape_id,direction_id,wheelchair_accessible,bikes_allowed
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_1,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_1,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_2,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_2,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_3,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_3,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_4,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_4,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_5,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_5,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_6,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_6,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_7,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_7,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_8,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_8,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_9,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_9,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_10,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_10,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_11,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_11,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_12,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_12,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_13,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_13,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_14,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_14,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_15,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_15,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_16,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_16,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_17,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_17,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_18,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_18,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_19,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_19,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_20,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_20,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_21,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_21,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_22,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_22,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_23,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_23,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_24,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_24,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_25,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_25,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_26,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_26,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_27,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_27,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_28,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_28,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_29,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_29,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_30,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_30,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_31,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_31,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_32,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_32,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_33,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_33,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_34,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_34,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_35,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_35,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_36,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_36,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_37,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_37,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_38,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_38,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_39,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_39,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_40,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_40,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_41,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_41,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_42,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_42,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_43,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_43,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_44,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_44,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_45,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_45,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_46,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_47,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_46,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_48,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_47,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_49,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_48,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_50,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_49,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_51,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_50,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_52,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_51,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_53,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_52,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_54,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_53,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_55,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_54,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_56,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_55,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_57,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_56,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_58,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_57,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_59,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_58,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_60,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_59,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_61,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_60,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_62,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_61,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_63,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_62,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_64,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_63,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_65,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_64,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_66,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_65,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_67,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_68,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_66,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_69,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_67,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_70,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_68,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_71,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_69,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_72,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_70,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_73,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_71,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_74,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_72,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_75,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_73,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_76,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_74,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_77,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_75,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_78,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_76,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_79,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_77,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_80,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_78,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_81,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_79,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_82,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_80,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_83,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_81,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_84,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_82,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_85,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_83,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_86,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_84,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_87,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_88,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_85,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_89,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_86,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_90,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_87,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_91,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_88,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_92,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_89,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_93,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_90,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_94,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_91,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_95,Albolote,,2,1,1,1
L1,L1Domingo19julio26361,IDAL1Domingo19julio26361_92,Armilla,,1,0,1,1
L1,L1Domingo19julio26361,VUELTAL1Domingo19julio26361_96,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_1,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_1,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_2,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_2,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_3,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_3,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_4,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_4,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_5,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_5,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_6,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_6,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_7,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_7,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_8,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_8,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_9,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_9,Albolote,,2,1,1,1
L1,L1Domingo25,VUELTAL1Domingo25_10,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_10,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_11,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_11,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_12,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_12,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_13,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_13,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_14,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_14,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_15,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_15,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_16,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_16,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_17,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_17,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_18,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_18,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_19,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_19,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_20,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_20,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_21,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_21,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_22,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_22,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_23,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_23,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_24,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_24,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_25,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_25,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_26,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_26,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_27,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_27,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_28,Albolote,,2,1,1,1
L1,L1Domingo25,VUELTAL1Domingo25_29,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_28,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_30,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_29,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_31,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_30,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_32,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_31,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_33,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_32,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_34,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_33,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_35,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_34,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_36,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_35,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_37,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_36,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_38,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_37,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_39,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_38,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_40,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_39,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_41,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_40,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_42,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_41,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_43,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_42,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_44,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_43,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_45,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_44,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_46,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_45,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_47,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_46,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_48,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_47,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_49,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_48,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_50,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_49,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_51,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_50,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_52,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_51,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_53,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_52,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_54,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_53,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_55,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_54,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_56,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_55,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_57,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_56,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_58,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_57,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_59,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_58,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_60,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_59,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_61,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_60,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_62,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_61,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_63,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_62,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_64,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_63,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_65,Albolote,,2,1,1,1
L1,L1Domingo25,IDAL1Domingo25_64,Armilla,,1,0,1,1
L1,L1Domingo25,VUELTAL1Domingo25_66,Albolote,,2,1,1,1
